resource_id,family,project_title,resource_label,google_type,public_state,url_status,http_status,recommended_public_action,preservation_action,offline_match_status,offline_best_path,offline_best_role,offline_best_score,offline_best_ext,offline_best_size_bytes,offline_best_sha256,local_source_paths,context_source_file,primary_source,source_line,fields,url,final_url,google_file_id,future_sync_action,offline_candidate_paths,notes
"rpm-0011","Social / Some Work","Make visuals part of the strategy | Win the first 8 seconds","Landscape","google-drive","not_working_broken","broken","404","replace or hide public button","preserve manifest row; decide hide vs recreate","missing_artifact","Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png","artifact_candidate","29",".png","30454","4223eedc500197b9095eff3391621f09cb231e266a4b0c7feaedd777eeff4962","","","assets/js/some_work_data.js","9258","text-url","https://drive.google.com/file/d/16Bjwhvh7cdivJB8flwoTcS5ff0M7l59J/view","https://drive.usercontent.google.com/download?id=16Bjwhvh7cdivJB8flwoTcS5ff0M7l59J&export=download","16Bjwhvh7cdivJB8flwoTcS5ff0M7l59J","No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.","Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png (29, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif (29, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social Media.jfif (29, artifact_candidate)",""
"rpm-0012","Social / Some Work","In-house vs outsource is a real split","Square","google-drive","not_working_broken","broken","404","replace or hide public button","preserve manifest row; decide hide vs recreate","missing_artifact","Ref Docs/Work/Public Speaking/Images/Staff/square-collage.jpg","artifact_candidate","32",".jpg","255253","27ed996fdda1b2c944ba749e93852e39d03325feb1fac478e5bc55bdcb9210df","","","assets/js/some_work_data.js","8755","text-url","https://drive.google.com/file/d/1AEUlRMUJBOU4eQ3Nzvmnatqty68KFv3s/view","https://drive.usercontent.google.com/download?id=1AEUlRMUJBOU4eQ3Nzvmnatqty68KFv3s&export=download","1AEUlRMUJBOU4eQ3Nzvmnatqty68KFv3s","No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.","Ref Docs/Work/Public Speaking/Images/Staff/square-collage.jpg (32, artifact_candidate) | Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png (30, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif (30, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social Media.jfif (30, artifact_candidate) | Ref Docs/Trust Signals/Client Logos/InEvent-squarelogo.png (26, artifact_candidate)",""
"rpm-0013","Social / Some Work","Win the first 8 seconds","Square","google-drive","not_working_broken","broken","404","replace or hide public button","preserve manifest row; decide hide vs recreate","missing_artifact","Ref Docs/Work/Public Speaking/Images/Staff/square-collage.jpg","artifact_candidate","32",".jpg","255253","27ed996fdda1b2c944ba749e93852e39d03325feb1fac478e5bc55bdcb9210df","","","assets/js/some_work_data.js","9234","text-url","https://drive.google.com/file/d/1AKfEIpnOEsU8STbd3bOX_p2CT6Dmw88U/view","https://drive.usercontent.google.com/download?id=1AKfEIpnOEsU8STbd3bOX_p2CT6Dmw88U&export=download","1AKfEIpnOEsU8STbd3bOX_p2CT6Dmw88U","No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.","Ref Docs/Work/Public Speaking/Images/Staff/square-collage.jpg (32, artifact_candidate) | Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png (29, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif (29, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social Media.jfif (29, artifact_candidate) | Ref Docs/Trust Signals/Client Logos/InEvent-squarelogo.png (26, artifact_candidate)",""
"rpm-0014","Social / Some Work","Trust is a relationship, not a transaction | Klint Page","Square","google-drive","not_working_broken","broken","404","replace or hide public button","preserve manifest row; decide hide vs recreate","missing_artifact","Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png","artifact_candidate","35",".png","30454","4223eedc500197b9095eff3391621f09cb231e266a4b0c7feaedd777eeff4962","","","assets/js/some_work_data.js","8204","text-url","https://drive.google.com/file/d/1APBHr0BfspBhm4s0XWlfTjcgMmEcPEeK/view","https://drive.usercontent.google.com/download?id=1APBHr0BfspBhm4s0XWlfTjcgMmEcPEeK&export=download","1APBHr0BfspBhm4s0XWlfTjcgMmEcPEeK","No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.","Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png (35, artifact_candidate) | Ref Docs/Trust Signals/Client Logos/InEvent-squarelogo.png (32, artifact_candidate) | Ref Docs/Trust Signals/Client Logos/pinksquare.png (32, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Staff/square-collage.jpg (32, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif (30, artifact_candidate)",""
"rpm-0015","Social / Some Work","Paid social is the baseline now | Page 2 might as well not exist","Landscape","google-drive","not_working_broken","broken","404","replace or hide public button","preserve manifest row; decide hide vs recreate","missing_artifact","Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png","artifact_candidate","29",".png","30454","4223eedc500197b9095eff3391621f09cb231e266a4b0c7feaedd777eeff4962","","","assets/js/some_work_data.js","9194","text-url","https://drive.google.com/file/d/1Bc0vLS7-4_qltglG_RAgSsb1Fu4IFDls/view","https://drive.usercontent.google.com/download?id=1Bc0vLS7-4_qltglG_RAgSsb1Fu4IFDls&export=download","1Bc0vLS7-4_qltglG_RAgSsb1Fu4IFDls","No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.","Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png (29, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif (29, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social Media.jfif (29, artifact_candidate)",""
"rpm-0016","Social / Some Work","Meet Coco, Marketing Intern | Meet Rayane, Web Developer Intern","Landscape","google-drive","not_working_broken","broken","404","replace or hide public button","preserve manifest row; decide hide vs recreate","missing_artifact","Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png","artifact_candidate","30",".png","30454","4223eedc500197b9095eff3391621f09cb231e266a4b0c7feaedd777eeff4962","","","assets/js/some_work_data.js","2432","text-url","https://drive.google.com/file/d/1btLk4LHjCn-KSNPsy5beEMk_ImoyYgbd/view?usp=sharing","https://drive.usercontent.google.com/download?id=1btLk4LHjCn-KSNPsy5beEMk_ImoyYgbd&export=download","1btLk4LHjCn-KSNPsy5beEMk_ImoyYgbd","No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.","Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png (30, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif (30, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social Media.jfif (30, artifact_candidate)",""
"rpm-0017","Social / Some Work","Google dominates search","Square","google-drive","not_working_broken","broken","404","replace or hide public button","preserve manifest row; decide hide vs recreate","missing_artifact","Ref Docs/Work/Public Speaking/Images/Staff/square-collage.jpg","artifact_candidate","32",".jpg","255253","27ed996fdda1b2c944ba749e93852e39d03325feb1fac478e5bc55bdcb9210df","","","assets/js/some_work_data.js","8371","text-url","https://drive.google.com/file/d/1CAsMzqxRZvWrLFQpiSC0H9eWEEMzv7WL/view","https://drive.usercontent.google.com/download?id=1CAsMzqxRZvWrLFQpiSC0H9eWEEMzv7WL&export=download","1CAsMzqxRZvWrLFQpiSC0H9eWEEMzv7WL","No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.","Ref Docs/Work/Public Speaking/Images/Staff/square-collage.jpg (32, artifact_candidate) | Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png (30, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif (30, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social Media.jfif (30, artifact_candidate) | Ref Docs/Trust Signals/Client Logos/InEvent-squarelogo.png (26, artifact_candidate)",""
"rpm-0018","Social / Some Work","Google dominates search | Online ad spend is eating the pie","Landscape","google-drive","not_working_broken","broken","404","replace or hide public button","preserve manifest row; decide hide vs recreate","missing_artifact","Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png","artifact_candidate","29",".png","30454","4223eedc500197b9095eff3391621f09cb231e266a4b0c7feaedd777eeff4962","","","assets/js/some_work_data.js","8363","text-url","https://drive.google.com/file/d/1CpB_AZedg2sUJZ9hb5C4XkXW8jmUbKF8/view","https://drive.usercontent.google.com/download?id=1CpB_AZedg2sUJZ9hb5C4XkXW8jmUbKF8&export=download","1CpB_AZedg2sUJZ9hb5C4XkXW8jmUbKF8","No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.","Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png (29, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif (29, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social Media.jfif (29, artifact_candidate)",""
"rpm-0019","Social / Some Work","Sustainable Marketing Benefits","Landscape","google-drive","not_working_broken","broken","404","replace or hide public button","preserve manifest row; decide hide vs recreate","missing_artifact","Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png","artifact_candidate","30",".png","30454","4223eedc500197b9095eff3391621f09cb231e266a4b0c7feaedd777eeff4962","","","assets/js/some_work_data.js","4191","text-url","https://drive.google.com/file/d/1d4guGOw-Nc0s1_4WMiC84bbaimyqL0Qa/view","https://drive.usercontent.google.com/download?id=1d4guGOw-Nc0s1_4WMiC84bbaimyqL0Qa&export=download","1d4guGOw-Nc0s1_4WMiC84bbaimyqL0Qa","No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.","Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png (30, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif (30, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social Media.jfif (30, artifact_candidate)",""
"rpm-0020","Social / Some Work","Video is a lead gen weapon","Square","google-drive","not_working_broken","broken","404","replace or hide public button","preserve manifest row; decide hide vs recreate","missing_artifact","Ref Docs/Work/Public Speaking/Images/Staff/square-collage.jpg","artifact_candidate","32",".jpg","255253","27ed996fdda1b2c944ba749e93852e39d03325feb1fac478e5bc55bdcb9210df","","","assets/js/some_work_data.js","8787","text-url","https://drive.google.com/file/d/1dlT5QNMbtX-Lnlzthf4zbspnBG9rqRqN/view","https://drive.usercontent.google.com/download?id=1dlT5QNMbtX-Lnlzthf4zbspnBG9rqRqN&export=download","1dlT5QNMbtX-Lnlzthf4zbspnBG9rqRqN","No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.","Ref Docs/Work/Public Speaking/Images/Staff/square-collage.jpg (32, artifact_candidate) | Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png (30, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif (30, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social Media.jfif (30, artifact_candidate) | Ref Docs/Trust Signals/Client Logos/InEvent-squarelogo.png (26, artifact_candidate)",""
"rpm-0021","Social / Some Work","Meet Rayane, Web Developer Intern","Square | Landscape","google-drive","not_working_broken","broken","404","replace or hide public button","preserve manifest row; decide hide vs recreate","missing_artifact","Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png","artifact_candidate","30",".png","30454","4223eedc500197b9095eff3391621f09cb231e266a4b0c7feaedd777eeff4962","","","assets/js/some_work_data.js","2411","text-url","https://drive.google.com/file/d/1e12SMcLrI53ioIA_VwNDICY5prMGsIno/view?usp=sharing","https://drive.usercontent.google.com/download?id=1e12SMcLrI53ioIA_VwNDICY5prMGsIno&export=download","1e12SMcLrI53ioIA_VwNDICY5prMGsIno","No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.","Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png (30, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif (30, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social Media.jfif (30, artifact_candidate)",""
"rpm-0022","Social / Some Work","Sustainable Marketing: What It Is and How to Use It","Landscape","google-drive","not_working_broken","broken","404","replace or hide public button","preserve manifest row; decide hide vs recreate","missing_artifact","Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png","artifact_candidate","30",".png","30454","4223eedc500197b9095eff3391621f09cb231e266a4b0c7feaedd777eeff4962","","","assets/js/some_work_data.js","4006","text-url","https://drive.google.com/file/d/1E61ZhhUvYRAYMTIL1igf8naPHx-qUOPf/view","https://drive.usercontent.google.com/download?id=1E61ZhhUvYRAYMTIL1igf8naPHx-qUOPf&export=download","1E61ZhhUvYRAYMTIL1igf8naPHx-qUOPf","No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.","Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png (30, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif (30, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social Media.jfif (30, artifact_candidate)",""
"rpm-0023","Social / Some Work","Micro-influencers can outperform big names | Email is not dead","Landscape","google-drive","not_working_broken","broken","404","replace or hide public button","preserve manifest row; decide hide vs recreate","missing_artifact","Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png","artifact_candidate","29",".png","30454","4223eedc500197b9095eff3391621f09cb231e266a4b0c7feaedd777eeff4962","","","assets/js/some_work_data.js","9354","text-url","https://drive.google.com/file/d/1eboAK8E-HDlL886kLr_b7lUJS3TwsQMn/view","https://drive.usercontent.google.com/download?id=1eboAK8E-HDlL886kLr_b7lUJS3TwsQMn&export=download","1eboAK8E-HDlL886kLr_b7lUJS3TwsQMn","No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.","Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png (29, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif (29, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social Media.jfif (29, artifact_candidate)",""
"rpm-0024","Social / Some Work","Marketing Statistics","Landscape","google-drive","not_working_broken","broken","404","replace or hide public button","preserve manifest row; decide hide vs recreate","missing_artifact","Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif","artifact_candidate","35",".jfif","36003","7e12e68e3b070870ba4d9300f2bd5220b909eacf9131237c3f41ffc00c9fbd46","","","assets/js/some_work_data.js","3518","text-url","https://drive.google.com/file/d/1eCo5Lze5dxD4ddxfd2TDZdTMuvLW1lEQ/view","https://drive.usercontent.google.com/download?id=1eCo5Lze5dxD4ddxfd2TDZdTMuvLW1lEQ&export=download","1eCo5Lze5dxD4ddxfd2TDZdTMuvLW1lEQ","No likely offline artifact found; keep the manifest record and decide whether to hide the public link or rebuild the resource.","Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social media amplificaiton.jfif (35, artifact_candidate) | Ref Docs/Work/Public Speaking/Images/Event Banners/Growth Secrets - Social Media.jfif (35, artifact_candidate) | Ref Docs/Trust Signals/Client Logos/social-media-today-logo.png (30, artifact_candidate)",""
